OK   | seed=0 | style=paraphrase_formal | call=1 | focus=unknown | q=Can the infestation of termites (deemak/geda) in wheat crops
DUPE | seed=8 | style=paraphrase_cause | q=Why is sugarcane not tillering well this season?
OK   | seed=8 | style=paraphrase_cause | call=6 | focus=unknown | q=Can short day length cause poor sugarcane tillering?
OK   | seed=8 | style=paraphrase_quantity_focused | call=1 | focus=dosage_quantity | q=Are there specific fertilizer application rates recommended 
SKIP | seed=8 | style=paraphrase_quantity_focused | call=2
SKIP | seed=8 | style=paraphrase_quantity_focused | call=3
SKIP | seed=8 | style=paraphrase_quantity_focused | call=4
OK   | seed=8 | style=paraphrase_quantity_focused | call=5 | focus=irrigation_method | q=Why is the irrigation amount important for sugarcane tilleri
SKIP | seed=8 | style=paraphrase_quantity_focused | call=6
SKIP | seed=8 | style=paraphrase_quantity_focused | call=7
SKIP | seed=8 | style=paraphrase_quantity_focused | call=8
OK   | seed=8 | style=paraphrase_quantity_focused | call=9 | focus=dosage_quantity | q=Is 15 kg zinc sulphate per acre recommended for sugarcane in
SKIP | seed=8 | style=paraphrase_quantity_focused | call=10
DUPE | seed=8 | style=paraphrase_quantity_focused | q=Are there specific fertilizer application rates recommended 
SKIP | seed=8 | style=paraphrase_quantity_focused | call=12
OK   | seed=8 | style=paraphrase_quantity_focused | call=13 | focus=application_method | q=Which quantity of DAP is recommended for foliar spray in sug
OK   | seed=8 | style=paraphrase_quantity_focused | call=14 | focus=irrigation_method | q=When should irrigation be prioritized for sugarcane in Punja
OK   | seed=8 | style=paraphrase_timing_focused | call=1 | focus=irrigation_method | q=When should irrigation be prioritized for sugarcane to ensur
DUPE | seed=8 | style=paraphrase_timing_focused | q=When should irrigation be prioritized for sugarcane to ensur
DUPE | seed=8 | style=paraphrase_timing_focused | q=When should irrigation be prioritized for sugarcane to ensur
DUPE | seed=8 | style=paraphrase_timing_focused | q=When should irrigation be prioritized for sugarcane to ensur
OK   | seed=8 | style=paraphrase_timing_focused | call=5 | focus=unknown | q=Why is sugarcane not tillering well in Punjab?
OK   | seed=8 | style=paraphrase_timing_focused | call=6 | focus=application_method | q=Can I apply DAP foliar spray during the tillering stage of s
OK   | seed=8 | style=paraphrase_timing_focused | call=7 | focus=unknown | q=Should sugarcane be irrigated during the tillering stage?
DUPE | seed=8 | style=paraphrase_timing_focused | q=What is the best time to apply irrigation to improve sugarca
OK   | seed=8 | style=paraphrase_timing_focused | call=9 | focus=unknown | q=Is it necessary to irrigate sugarcane during the tillering s
OK   | seed=9 | style=paraphrase_formal | call=1 | focus=irrigation_method | q=Can you outline the recommended irrigation schedule and timi
OK   | seed=9 | style=paraphrase_formal | call=2 | focus=soil_condition | q=Should the irrigation schedule for cotton be adjusted based 
OK   | seed=9 | style=paraphrase_formal | call=3 | focus=irrigation_method | q=What are the critical factors influencing irrigation schedul
OK   | seed=9 | style=paraphrase_formal | call=4 | focus=irrigation_method | q=Is there a recommended irrigation schedule and timing for co
OK   | seed=9 | style=paraphrase_formal | call=5 | focus=irrigation_method | q=Does irrigation timing affect cotton yield and quality?
OK   | seed=9 | style=paraphrase_short | call=1 | focus=application_method | q=Can cotton be drip-irrigated?
OK   | seed=9 | style=paraphrase_short | call=2 | focus=application_method | q=Should cotton be drip-irrigated?
OK   | seed=9 | style=paraphrase_short | call=3 | focus=irrigation_method | q=What is the irrigation schedule for cotton in Punjab?
OK   | seed=9 | style=paraphrase_short | call=4 | focus=irrigation_method | q=Is irrigation timing important for cotton crop?
OK   | seed=9 | style=paraphrase_short | call=5 | focus=irrigation_method | q=Does cotton need 4-6 irrigations?
OK   | seed=9 | style=paraphrase_problem_description | call=1 | focus=unknown | q=Can the cotton plants in my field be suffering from water st
OK   | seed=9 | style=paraphrase_problem_description | call=2 | focus=unknown | q=Should the cotton plants be watered more frequently during c
OK   | seed=9 | style=paraphrase_problem_description | call=3 | focus=irrigation_method | q=What is the proper irrigation schedule and timing for cotton
OK   | seed=9 | style=paraphrase_problem_description | call=4 | focus=symptom_detail | q=Is the cotton crop showing signs of wilting and yellowing le
OK   | seed=9 | style=paraphrase_problem_description | call=5 | focus=unknown | q=Does the cotton crop have dry leaves and poor growth?
OK   | seed=9 | style=paraphrase_followup | call=1 | focus=irrigation_method | q=Can I use tube well water for irrigation after the pre-sowin
OK   | seed=9 | style=paraphrase_followup | call=2 | focus=application_timing | q=Should the first irrigation for cotton be given 4 to 6 weeks
OK   | seed=9 | style=paraphrase_followup | call=3 | focus=irrigation_method | q=What is the recommended irrigation schedule for American Bt 
OK   | seed=9 | style=paraphrase_followup | call=4 | focus=irrigation_method | q=Is drip irrigation suitable for all types of cotton crops?
SKIP | seed=9 | style=paraphrase_followup | call=5
OK   | seed=9 | style=paraphrase_followup | call=6 | focus=application_method | q=Are there any precautions to take while drip-irrigating cott
OK   | seed=9 | style=paraphrase_yes_no | call=1 | focus=irrigation_method | q=Can pre-sowing irrigation with canal water be used in cotton
OK   | seed=9 | style=paraphrase_yes_no | call=2 | focus=irrigation_method | q=Should irrigation be avoided during peak afternoon heat for 
OK   | seed=9 | style=paraphrase_yes_no | call=3 | focus=unknown | q=Is it recommended to irrigate during peak afternoon heat for
OK   | seed=9 | style=paraphrase_yes_no | call=4 | focus=irrigation_method | q=Is it necessary to adjust the irrigation duration based on t
OK   | seed=9 | style=paraphrase_yes_no | call=5 | focus=application_timing | q=Does cotton need frequent irrigation during its early growth
OK   | seed=9 | style=paraphrase_preventive | call=1 | focus=unknown | q=Can proper soil preparation help in preventing waterlogging 
OK   | seed=9 | style=paraphrase_preventive | call=2 | focus=irrigation_method | q=Should farmers take any preventive measures to ensure proper
OK   | seed=9 | style=paraphrase_preventive | call=3 | focus=unknown | q=What is the best way to prepare the soil to support healthy 
OK   | seed=9 | style=paraphrase_preventive | call=4 | focus=unknown | q=Is there a way to prevent water stress in cotton crops durin
OK   | seed=9 | style=paraphrase_preventive | call=5 | focus=unknown | q=Does cotton need special soil preparation to avoid waterlogg
OK   | seed=9 | style=paraphrase_comparison | call=1 | focus=irrigation_method | q=Can drip irrigation and surface irrigation be used together 
OK   | seed=9 | style=paraphrase_comparison | call=2 | focus=irrigation_method | q=Should drip irrigation be used for American Bt cotton hybrid
OK   | seed=9 | style=paraphrase_comparison | call=3 | focus=irrigation_method | q=What is the difference between drip irrigation and surface d
OK   | seed=9 | style=paraphrase_comparison | call=4 | focus=irrigation_method | q=Is drip irrigation better than surface irrigation for cotton
OK   | seed=9 | style=paraphrase_comparison | call=5 | focus=irrigation_method | q=Does drip irrigation help save water compared to other metho
OK   | seed=9 | style=paraphrase_cause | call=1 | focus=unknown | q=Can waterlogging during cotton cultivation cause damage to t
OK   | seed=9 | style=paraphrase_cause | call=2 | focus=irrigation_method | q=Why is it important to time the first irrigation of cotton p
OK   | seed=9 | style=paraphrase_cause | call=3 | focus=unknown | q=What causes waterlogging in cotton crops and how can it be p
OK   | seed=9 | style=paraphrase_cause | call=4 | focus=unknown | q=Is waterlogging a major cause of root damage in cotton crops
OK   | seed=9 | style=paraphrase_cause | call=5 | focus=unknown | q=Does waterlogging harm cotton plants?
OK   | seed=9 | style=paraphrase_quantity_focused | call=1 | focus=irrigation_method | q=Can you specify the irrigation duration for American Bt cott
OK   | seed=9 | style=paraphrase_quantity_focused | call=2 | focus=irrigation_method | q=Should the irrigation duration for cotton be adjusted if the
OK   | seed=9 | style=paraphrase_quantity_focused | call=3 | focus=irrigation_method | q=What is the recommended irrigation duration for American Bt 
OK   | seed=9 | style=paraphrase_quantity_focused | call=4 | focus=dosage_quantity | q=Is 16 quintal per acre of rice-residue biochar the correct a
SKIP | seed=9 | style=paraphrase_quantity_focused | call=5
OK   | seed=9 | style=paraphrase_quantity_focused | call=6 | focus=dosage_quantity | q=Are 16 quintal per acre of rice-residue biochar required for
SKIP | seed=9 | style=paraphrase_timing_focused | call=1
SKIP | seed=9 | style=paraphrase_timing_focused | call=2
SKIP | seed=9 | style=paraphrase_timing_focused | call=3
SKIP | seed=9 | style=paraphrase_timing_focused | call=4
OK   | seed=9 | style=paraphrase_timing_focused | call=5 | focus=application_timing | q=Does the first irrigation for cotton need to be done 4 to 6 
OK   | seed=9 | style=paraphrase_timing_focused | call=6 | focus=irrigation_method | q=When should the last irrigation be given to cotton to hasten
DUPE | seed=9 | style=paraphrase_timing_focused | q=When should the last irrigation be given to cotton to hasten
DUPE | seed=9 | style=paraphrase_timing_focused | q=When should the last irrigation be given to cotton to hasten
DUPE | seed=9 | style=paraphrase_timing_focused | q=When should the last irrigation be given to cotton to hasten
OK   | seed=9 | style=paraphrase_timing_focused | call=10 | focus=irrigation_method | q=Why is it important to time the last irrigation of cotton be
OK   | seed=9 | style=paraphrase_timing_focused | call=11 | focus=application_timing | q=Can the timing of irrigation for cotton be adjusted based on
OK   | seed=9 | style=paraphrase_timing_focused | call=12 | focus=irrigation_method | q=Should irrigation be given during the flowering and fruiting
OK   | seed=10 | style=paraphrase_formal | call=1 | focus=unknown | q=When is the waste decomposer used in wheat cultivation and h
OK   | seed=10 | style=paraphrase_formal | call=2 | focus=unknown | q=Why is the use of waste decomposer beneficial for wheat cult
OK   | seed=10 | style=paraphrase_formal | call=3 | focus=soil_condition | q=Can the waste decomposer be prepared and used in a sustainab
OK   | seed=10 | style=paraphrase_formal | call=4 | focus=unknown | q=Should the method of preparing a waste decomposer be followe
OK   | seed=10 | style=paraphrase_formal | call=5 | focus=unknown | q=What is the method of making a waste decomposer for wheat fa
OK   | seed=10 | style=paraphrase_short | call=1 | focus=unknown | q=When should waste decomposer be applied for wheat?
OK   | seed=10 | style=paraphrase_short | call=2 | focus=unknown | q=Why use waste decomposer for wheat cultivation?
OK   | seed=10 | style=paraphrase_short | call=3 | focus=unknown | q=Can waste decomposer be reused for wheat farming?
OK   | seed=10 | style=paraphrase_short | call=4 | focus=unknown | q=Should farmers in Uttar Pradesh use waste decomposer for whe
OK   | seed=10 | style=paraphrase_short | call=5 | focus=unknown | q=What is waste decomposer for wheat?
OK   | seed=10 | style=paraphrase_problem_description | call=1 | focus=unknown | q=When I see the soil in my field becoming hard and not absorb
OK   | seed=10 | style=paraphrase_problem_description | call=2 | focus=unknown | q=Why are the wheat plants in my field looking weak and not gr
OK   | seed=10 | style=paraphrase_problem_description | call=3 | focus=unknown | q=Can the leaves of my wheat plants be turning yellow and the 
OK   | seed=10 | style=paraphrase_problem_description | call=4 | focus=unknown | q=Should I use a bio-formulation to manage crop residues and i
OK   | seed=10 | style=paraphrase_problem_description | call=5 | focus=unknown | q=What is the problem with my wheat field?
OK   | seed=10 | style=paraphrase_followup | call=1 | focus=unknown | q=When should the waste decomposer be applied in wheat cultiva
OK   | seed=10 | style=paraphrase_followup | call=2 | focus=unknown | q=Why is the waste decomposer solution ready after five days?
OK   | seed=10 | style=paraphrase_followup | call=3 | focus=unknown | q=Can I reuse the waste decomposer solution for multiple batch
OK   | seed=10 | style=paraphrase_followup | call=4 | focus=unknown | q=Should I use the same waste decomposer solution multiple tim
OK   | seed=10 | style=paraphrase_followup | call=5 | focus=unknown | q=What is the method of preparing the waste decomposer solutio
OK   | seed=10 | style=paraphrase_yes_no | call=1 | focus=unknown | q=When preparing waste decomposer for wheat, should jaggery be
OK   | seed=10 | style=paraphrase_yes_no | call=2 | focus=unknown | q=Why is the waste decomposer important for wheat cultivation 
OK   | seed=10 | style=paraphrase_yes_no | call=3 | focus=unknown | q=Can waste decomposer be used to improve soil health in wheat
SKIP | seed=10 | style=paraphrase_yes_no | call=4
OK   | seed=10 | style=paraphrase_yes_no | call=5 | focus=unknown | q=What is the method of preparing waste decomposer for wheat?
OK   | seed=10 | style=paraphrase_yes_no | call=6 | focus=unknown | q=Is the waste decomposer solution ready for use after five da
OK   | seed=10 | style=paraphrase_preventive | call=1 | focus=unknown | q=When should waste decomposer be prepared for wheat cultivati
OK   | seed=10 | style=paraphrase_preventive | call=2 | focus=unknown | q=Why should farmers in Uttar Pradesh use waste decomposer for
OK   | seed=10 | style=paraphrase_preventive | call=3 | focus=unknown | q=Can proper soil preparation help in improving the effectiven
OK   | seed=10 | style=paraphrase_preventive | call=4 | focus=unknown | q=Should farmers in Uttar Pradesh take any preventive steps to
OK   | seed=10 | style=paraphrase_preventive | call=5 | focus=unknown | q=What is the best way to prevent poor soil health in wheat fi
OK   | seed=10 | style=paraphrase_comparison | call=1 | focus=unknown | q=When comparing waste decomposer with other methods for soil 
OK   | seed=10 | style=paraphrase_comparison | call=2 | focus=unknown | q=Why is the waste decomposer considered beneficial for wheat 
OK   | seed=10 | style=paraphrase_comparison | call=3 | focus=unknown | q=Can waste decomposer be used as an alternative to chemical f
OK   | seed=10 | style=paraphrase_comparison | call=4 | focus=unknown | q=Should farmers prefer using waste decomposer over other meth
OK   | seed=10 | style=paraphrase_comparison | call=5 | focus=unknown | q=What is the difference between waste decomposer and other co
OK   | seed=10 | style=paraphrase_cause | call=1 | focus=unknown | q=When does the use of waste decomposer become essential for w
OK   | seed=10 | style=paraphrase_cause | call=2 | focus=unknown | q=Why is the waste decomposer used in wheat cultivation in Utt
OK   | seed=10 | style=paraphrase_cause | call=3 | focus=unknown | q=Can the use of waste decomposer affect soil health in wheat 
OK   | seed=10 | style=paraphrase_cause | call=4 | focus=unknown | q=Should farmers in Uttar Pradesh use waste decomposer for whe
OK   | seed=10 | style=paraphrase_cause | call=5 | focus=unknown | q=What is the cause of the need for waste decomposer in wheat 
OK   | seed=10 | style=paraphrase_quantity_focused | call=1 | focus=dosage_quantity | q=When should 1000 liters of waste decomposer be applied per a
OK   | seed=10 | style=paraphrase_quantity_focused | call=2 | focus=dosage_quantity | q=Why is 1000 liters of waste decomposer used per acre?
OK   | seed=10 | style=paraphrase_quantity_focused | call=3 | focus=unknown | q=Can 200 liters of water be used to prepare the waste decompo
OK   | seed=10 | style=paraphrase_quantity_focused | call=4 | focus=dosage_quantity | q=Should 1000 liters of waste decomposer be applied per acre f
SKIP | seed=10 | style=paraphrase_quantity_focused | call=5
OK   | seed=10 | style=paraphrase_quantity_focused | call=6 | focus=dosage_quantity | q=Is 1000 liters of waste decomposer per acre effective for so
OK   | seed=10 | style=paraphrase_timing_focused | call=1 | focus=unknown | q=When should waste decomposer be applied for wheat cultivatio
OK   | seed=10 | style=paraphrase_timing_focused | call=2 | focus=unknown | q=Why should waste decomposer be applied during the Rabi seaso
OK   | seed=10 | style=paraphrase_timing_focused | call=3 | focus=unknown | q=Can waste decomposer be applied at a specific time during wh
OK   | seed=10 | style=paraphrase_timing_focused | call=4 | focus=application_timing | q=Should waste decomposer be applied before or after sowing wh
OK   | seed=10 | style=paraphrase_timing_focused | call=5 | focus=application_timing | q=What is the best time to apply waste decomposer for wheat?
OK   | seed=11 | style=paraphrase_formal | call=1 | focus=application_timing | q=When is the optimal time to apply Sagarika Z++ Granules and 
OK   | seed=11 | style=paraphrase_formal | call=2 | focus=unknown | q=Why is Sagarika considered a suitable biostimulant for wheat
OK   | seed=11 | style=paraphrase_formal | call=3 | focus=application_method | q=Can you provide details on the application methods and benef
OK   | seed=11 | style=paraphrase_formal | call=4 | focus=unknown | q=Should farmers consider using Quantis Biostimulant for wheat
OK   | seed=11 | style=paraphrase_formal | call=5 | focus=unknown | q=What is Sagarika Biostimulant for wheat cultivation?
OK   | seed=11 | style=paraphrase_short | call=1 | focus=application_timing | q=When to apply Sagarika Z++ Granules for wheat?
OK   | seed=11 | style=paraphrase_short | call=2 | focus=unknown | q=Why use Sagarika for wheat?
OK   | seed=11 | style=paraphrase_short | call=3 | focus=unknown | q=Can Sagarika Z++ Granules be used for wheat?
OK   | seed=11 | style=paraphrase_short | call=4 | focus=unknown | q=Should farmers use Sagarika for wheat?
OK   | seed=11 | style=paraphrase_short | call=5 | focus=unknown | q=What is Sagarika for wheat?
OK   | seed=11 | style=paraphrase_problem_description | call=1 | focus=unknown | q=When I look at my wheat field, the plants are not growing as
OK   | seed=11 | style=paraphrase_problem_description | call=2 | focus=unknown | q=Why are the wheat plants in my field looking weak and not gr
OK   | seed=11 | style=paraphrase_problem_description | call=3 | focus=unknown | q=Can the wheat crop be seen with weak roots and poor tillerin
OK   | seed=11 | style=paraphrase_problem_description | call=4 | focus=unknown | q=Should I use a biostimulant to improve the growth of my whea
OK   | seed=11 | style=paraphrase_problem_description | call=5 | focus=unknown | q=What is the problem with my wheat crop?
OK   | seed=11 | style=paraphrase_followup | call=1 | focus=unknown | q=When should Sagarika Z++ Granules be applied in wheat cultiv
OK   | seed=11 | style=paraphrase_followup | call=2 | focus=dosage_quantity | q=Why is Sagarika considered a supplement to the standard NPK 
OK   | seed=11 | style=paraphrase_followup | call=3 | focus=unknown | q=Can Sagarika Z++ Granules be applied at a different time tha
OK   | seed=11 | style=paraphrase_followup | call=4 | focus=soil_condition | q=Should Sagarika Z++ Granules be applied at a different rate 
OK   | seed=11 | style=paraphrase_followup | call=5 | focus=unknown | q=What is Sagarika Z++ Granules used for?
OK   | seed=11 | style=paraphrase_yes_no | call=1 | focus=unknown | q=When is Sagarika Z++ Granules applied in wheat cultivation?
OK   | seed=11 | style=paraphrase_yes_no | call=2 | focus=unknown | q=Why is Quantis Biostimulant not recommended for wheat cultiv
OK   | seed=11 | style=paraphrase_yes_no | call=3 | focus=unknown | q=Can Sagarika Z++ Granules be applied at sowing for wheat cul
OK   | seed=11 | style=paraphrase_yes_no | call=4 | focus=unknown | q=Should farmers use Quantis Biostimulant for wheat cultivatio
OK   | seed=11 | style=paraphrase_yes_no | call=5 | focus=unknown | q=What is the availability of Quantis Biostimulant for wheat c
DUPE | seed=11 | style=paraphrase_preventive | q=When should Sagarika Z++ Granules be applied for wheat culti
OK   | seed=11 | style=paraphrase_preventive | call=2 | focus=unknown | q=Why should farmers use Sagarika Z++ Granules for wheat culti
OK   | seed=11 | style=paraphrase_preventive | call=3 | focus=unknown | q=Can proper soil preparation help in improving wheat crop hea
OK   | seed=11 | style=paraphrase_preventive | call=4 | focus=unknown | q=Should farmers in Haryana use Sagarika Z++ Granules as a pre
OK   | seed=11 | style=paraphrase_preventive | call=5 | focus=unknown | q=What is the best way to prevent poor wheat growth?
OK   | seed=11 | style=paraphrase_preventive | call=6 | focus=unknown | q=Is there a specific method to ensure optimal use of Sagarika
OK   | seed=11 | style=paraphrase_comparison | call=1 | focus=unknown | q=When comparing Sagarika Z++ Granules and Sagarika Liquid for
OK   | seed=11 | style=paraphrase_comparison | call=2 | focus=unknown | q=Why is Sagarika considered a better option than Quantis Bios
OK   | seed=11 | style=paraphrase_comparison | call=3 | focus=unknown | q=Can Sagarika Z++ Granules and Sagarika Liquid be used togeth
OK   | seed=11 | style=paraphrase_comparison | call=4 | focus=unknown | q=Should farmers use Sagarika Z++ Granules or Sagarika Liquid 
OK   | seed=11 | style=paraphrase_comparison | call=5 | focus=unknown | q=What is the difference between Quantis Biostimulant and Saga
OK   | seed=11 | style=paraphrase_cause | call=1 | focus=unknown | q=When does the application of Sagarika Z++ Granules help in w
DUPE | seed=11 | style=paraphrase_cause | q=Why is Quantis Biostimulant not recommended for wheat cultiv
OK   | seed=11 | style=paraphrase_cause | call=3 | focus=unknown | q=Can the use of Sagarika Z++ Granules cause improved wheat cr
OK   | seed=11 | style=paraphrase_cause | call=4 | focus=unknown | q=Should farmers use Quantis Biostimulant for wheat in Haryana
OK   | seed=11 | style=paraphrase_cause | call=5 | focus=unknown | q=What is the cause of improved wheat crop health when using S
OK   | seed=11 | style=paraphrase_cause | call=6 | focus=unknown | q=Is the cause of improved wheat growth due to the biostimulan
DUPE | seed=11 | style=paraphrase_quantity_focused | q=When should Sagarika Z++ Granules be applied in wheat cultiv
OK   | seed=11 | style=paraphrase_quantity_focused | call=2 | focus=dosage_quantity | q=Why is Sagarika Z++ Granules applied at 10 kg per acre durin
OK   | seed=11 | style=paraphrase_quantity_focused | call=3 | focus=dosage_quantity | q=Can Sagarika Z++ Granules be applied at a rate of 10 kg per 
OK   | seed=11 | style=paraphrase_quantity_focused | call=4 | focus=dosage_quantity | q=Should 10 kg of Sagarika Z++ Granules be applied per acre fo
OK   | seed=11 | style=paraphrase_quantity_focused | call=5 | focus=dosage_quantity | q=What is the application rate of Sagarika Z++ Granules for wh
OK   | seed=11 | style=paraphrase_quantity_focused | call=6 | focus=dosage_quantity | q=Is Sagarika Z++ Granules applied at a rate of 10 kg per acre
OK   | seed=11 | style=paraphrase_timing_focused | call=1 | focus=application_method | q=When should Sagarika Liquid be applied as a foliar spray in 
OK   | seed=11 | style=paraphrase_timing_focused | call=2 | focus=application_timing | q=Why should Sagarika Z++ Granules be applied at 10 kg per acr
OK   | seed=11 | style=paraphrase_timing_focused | call=3 | focus=application_timing | q=Can Sagarika Liquid be applied during a specific growth stag
OK   | seed=11 | style=paraphrase_timing_focused | call=4 | focus=unknown | q=Should Sagarika Z++ Granules be applied at a specific time d
OK   | seed=11 | style=paraphrase_timing_focused | call=5 | focus=application_timing | q=What is the best time to apply Sagarika Z++ Granules in whea
OK   | seed=12 | style=paraphrase_formal | call=1 | focus=symptom_detail | q=Which nutritional deficiencies in maize lead to yellowing of
OK   | seed=12 | style=paraphrase_formal | call=2 | focus=symptom_detail | q=When does leaf yellowing occur in maize, and what are the re
OK   | seed=12 | style=paraphrase_formal | call=3 | focus=unknown | q=Why does chlorosis occur in maize crops and what are the rec
OK   | seed=12 | style=paraphrase_formal | call=4 | focus=symptom_detail | q=Can yellowing of maize leaves be attributed to nutritional d
OK   | seed=12 | style=paraphrase_formal | call=5 | focus=symptom_detail | q=Should yellowing of maize leaves be managed, and how?
OK   | seed=12 | style=paraphrase_short | call=1 | focus=symptom_detail | q=Which nutrients cause yellowing in maize?
OK   | seed=12 | style=paraphrase_short | call=2 | focus=unknown | q=When should nitrogen be applied for maize?
OK   | seed=12 | style=paraphrase_short | call=3 | focus=symptom_detail | q=Why is maize leaf yellowing happening?
OK   | seed=12 | style=paraphrase_short | call=4 | focus=unknown | q=Can nitrogen and zinc deficiency in maize be corrected?
OK   | seed=12 | style=paraphrase_short | call=5 | focus=unknown | q=Should maize leaves turn yellow due to nutrient issues?
OK   | seed=12 | style=paraphrase_problem_description | call=1 | focus=symptom_detail | q=Which crops are showing yellowing on the tips of older leave
OK   | seed=12 | style=paraphrase_problem_description | call=2 | focus=symptom_detail | q=When the leaves of my maize crop start turning pale and show
OK   | seed=12 | style=paraphrase_problem_description | call=3 | focus=unknown | q=Why are the leaves of my maize crop turning pale and have ye
OK   | seed=12 | style=paraphrase_problem_description | call=4 | focus=unknown | q=Can the leaves of my maize crop be turning yellow and having
OK   | seed=12 | style=paraphrase_problem_description | call=5 | focus=unknown | q=Should the leaves of my maize crop be turning yellow and loo
OK   | seed=12 | style=paraphrase_followup | call=1 | focus=unknown | q=Which nitrogen fertiliser should be applied at the recommend
OK   | seed=12 | style=paraphrase_followup | call=2 | focus=unknown | q=When should nitrogen be applied for maize crops in Punjab?
OK   | seed=12 | style=paraphrase_followup | call=3 | focus=unknown | q=Why should one-third of nitrogen be top-dressed at the knee-
OK   | seed=12 | style=paraphrase_followup | call=4 | focus=symptom_detail | q=Can I apply zinc sulphate during the growing season if the s
OK   | seed=12 | style=paraphrase_followup | call=5 | focus=unknown | q=Should I apply nitrogen fertiliser at the same time as sowin
OK   | seed=12 | style=paraphrase_yes_no | call=1 | focus=symptom_detail | q=Which nutrient deficiencies can cause yellowing of maize lea
OK   | seed=12 | style=paraphrase_yes_no | call=2 | focus=unknown | q=When should zinc sulphate be applied to maize crops affected
OK   | seed=12 | style=paraphrase_yes_no | call=3 | focus=symptom_detail | q=Why is yellowing of leaves in maize a concern for crop healt
OK   | seed=12 | style=paraphrase_yes_no | call=4 | focus=unknown | q=Can zinc sulphate be applied to maize during the growing sea
OK   | seed=12 | style=paraphrase_yes_no | call=5 | focus=unknown | q=Should nitrogen be applied at the recommended rate for maize
OK   | seed=12 | style=paraphrase_preventive | call=1 | focus=symptom_detail | q=Which cultural practices can prevent yellowing of leaves in 
OK   | seed=12 | style=paraphrase_preventive | call=2 | focus=symptom_detail | q=When should nitrogen and zinc be applied to prevent leaf yel
OK   | seed=12 | style=paraphrase_preventive | call=3 | focus=symptom_detail | q=Why should I ensure proper soil preparation for maize to pre
OK   | seed=12 | style=paraphrase_preventive | call=4 | focus=symptom_detail | q=Can proper soil preparation prevent yellowing of leaves in m
OK   | seed=12 | style=paraphrase_preventive | call=5 | focus=symptom_detail | q=Should farmers take any steps to prevent yellowing of maize 
OK   | seed=12 | style=paraphrase_comparison | call=1 | focus=unknown | q=Which is more effective for correcting zinc deficiency in ma
OK   | seed=12 | style=paraphrase_comparison | call=2 | focus=symptom_detail | q=When comparing nitrogen and zinc deficiencies in maize, what
OK   | seed=12 | style=paraphrase_comparison | call=3 | focus=unknown | q=Why is nitrogen fertiliser applied at different rates for di
OK   | seed=12 | style=paraphrase_comparison | call=4 | focus=unknown | q=Can nitrogen deficiency and zinc deficiency in maize be mana
OK   | seed=12 | style=paraphrase_comparison | call=5 | focus=unknown | q=Should nitrogen or zinc deficiency be checked first in maize
OK   | seed=12 | style=paraphrase_cause | call=1 | focus=symptom_detail | q=Which factors lead to yellowing of maize leaves and what cau
OK   | seed=12 | style=paraphrase_cause | call=2 | focus=symptom_detail | q=When does zinc deficiency in maize occur, and what causes th
OK   | seed=12 | style=paraphrase_cause | call=3 | focus=symptom_detail | q=Why do maize plants show yellowing of leaves during the grow
OK   | seed=12 | style=paraphrase_cause | call=4 | focus=pathogen_name | q=Can yellowing of maize leaves be caused by nutrient deficien
OK   | seed=12 | style=paraphrase_cause | call=5 | focus=symptom_detail | q=Should yellowing of maize leaves be a concern, and what caus
OK   | seed=12 | style=paraphrase_quantity_focused | call=1 | focus=dosage_quantity | q=Which quantity of nitrogen fertiliser should be applied per 
DUPE | seed=12 | style=paraphrase_quantity_focused | q=When should nitrogen be applied to maize crops in Punjab?
OK   | seed=12 | style=paraphrase_quantity_focused | call=3 | focus=dosage_quantity | q=Why is 50 kg nitrogen per acre recommended for certain maize
OK   | seed=12 | style=paraphrase_quantity_focused | call=4 | focus=dosage_quantity | q=Can 50 kg of nitrogen per acre be applied to maize varieties
OK   | seed=12 | style=paraphrase_quantity_focused | call=5 | focus=unknown | q=Should nitrogen be applied at a specific rate for maize?
OK   | seed=12 | style=paraphrase_quantity_focused | call=6 | focus=dosage_quantity | q=What is the recommended quantity of zinc sulphate heptahydra
OK   | seed=12 | style=paraphrase_timing_focused | call=1 | focus=symptom_detail | q=When should nitrogen be applied to maize to manage yellowing
OK   | seed=12 | style=paraphrase_timing_focused | call=2 | focus=symptom_detail | q=When should zinc sulphate be applied for maize plants showin
OK   | seed=12 | style=paraphrase_timing_focused | call=3 | focus=unknown | q=Why should nitrogen be applied at the knee-high stage in mai
OK   | seed=12 | style=paraphrase_timing_focused | call=4 | focus=unknown | q=When should zinc sulphate be applied to maize to address def
OK   | seed=12 | style=paraphrase_timing_focused | call=5 | focus=unknown | q=Should nitrogen be applied at a specific time during maize g
OK   | seed=13 | style=paraphrase_formal | call=1 | focus=unknown | q=Can zinc and phosphorous fertilizers be applied in dry field
OK   | seed=13 | style=paraphrase_formal | call=2 | focus=unknown | q=Should zinc and phosphorous be applied in dry fields prior t
OK   | seed=13 | style=paraphrase_formal | call=3 | focus=unknown | q=What is the reason for not recommending zinc and phosphorous
OK   | seed=13 | style=paraphrase_formal | call=4 | focus=unknown | q=Is the application of zinc and phosphorus fertilizers in dry
OK   | seed=13 | style=paraphrase_formal | call=5 | focus=unknown | q=Does applying zinc and phosphorous in dry fields before tran
OK   | seed=13 | style=paraphrase_short | call=1 | focus=unknown | q=Can zinc and phosphorous be used in dry fields before paddy 
