generated_id,style,source_answer_id,source_question_id,crop,state,district,season,domain,generated_question,generated_answer,target_state,timestamp
si_har_69817c83_1_1775480386,harder,69817c83622aa3a183071086,69817b91622aa3a18307105c,Paddy,Haryana,JIND,Kharif,Fertilizer and Nutrient,"What is the recommended dose of Paraquat Dichloride 24% SL for post-emergence weed control in paddy cultivation in Jind district, Haryana, during the Kharif season?","Paraquat Dichloride 24% SL is a non-selective contact herbicide used for effective weed management in paddy cultivation. It controls weeds like Echinochloa crusgalli, Cyperus iria, Ageratum conyzoides, Commelina benghalensis, Marsilea quadriofoliata, and Brachiaria mutica by disrupting photosynthesis in green plant tissues, causing rapid desiccation and death of exposed vegetation. For paddy cultivation in Jind district, Haryana, during the Kharif season, the recommended dose of Paraquat Dichloride 24% SL is 0.5-1.4 liters per hectare. It is applied as a contact herbicide, requiring direct spray coverage on weeds without systemic or residual soil activity.",,2026-04-06T12:59:46.074098
si_har_69381821_0_1775480389,harder,693818215dcbf874d2f16eb6,6937f17c5dcbf874d2f16e1b,Wheat,Madhya Pradesh,CHHATARPUR,Rabi,Plant Protection,What are the specific seed treatment and cultural practices to control Loose Smut and Flag Smut in wheat crops in Chhatarpur district during the Rabi season in Madhya Pradesh?,"In Chhatarpur district during the Rabi season, controlling Loose Smut (Ustilago segetum tritici) and Flag Smut (Urocystis tritici) in wheat requires seed treatment with Carboxin + Benomyl (3 g/kg seed) or Thiram (3 g/kg seed) to prevent fungal infection. These treatments target the seed-borne nature of both diseases. For Loose Smut, infected seeds must be replaced with certified disease-free seeds, as the fungus remains dormant in the embryo. For Flag Smut, crop rotation with non-host plants and avoiding consecutive wheat cultivation is critical due to soil-borne transmission. Resistant wheat varieties should be prioritized. Infected plants should be removed and destroyed promptly to reduce spore spread. Timing of seed treatment before sowing is essential, as the diseases are not effectively managed post-infection.",,2026-04-06T12:59:49.606073
si_har_69381821_1_1775480395,harder,693818215dcbf874d2f16eb6,6937f17c5dcbf874d2f16e1b,Wheat,Madhya Pradesh,CHHATARPUR,Rabi,Plant Protection,"What are the specific symptoms and transmission methods of Smut diseases in wheat crops in Chhatarpur District, Madhya Pradesh during the Rabi season?","In Chhatarpur District, Madhya Pradesh, during the Rabi season, wheat crops are susceptible to two Smut diseases: Loose Smut and Flag Smut. Loose Smut, caused by Ustilago segetum tritici, is seed-borne and manifests as infected ears emerging earlier than normal, appearing taller, and later converting into a black, powdery spore mass while leaving the rachis intact. Flag Smut, caused by Urocystis tritici (Urocystis agropyri), is both seed-borne and soil-borne, characterized by long grey to black streaks on leaf veins that rupture to release black, sooty spores. Both diseases spread via infected seeds, with repeated use of untreated seeds leading to gradual field-to-field transmission and yield loss.",,2026-04-06T12:59:55.091462
si_har_6940f8ee_0_1775480399,harder,6940f8eec64ccd7e023f9515,6940db404148bd0954eec63b,Potato,West Bengal,BANKURA,Rabi,Cultural Practices,"What is the recommended planting distance for potato cultivation in Bankura district during the Rabi season, considering local climatic conditions and seed tuber size?","For potato cultivation in Bankura district during the Rabi season, the recommended planting distance involves a row-to-row spacing of 50-60 cm and a plant-to-plant spacing of 15-20 cm. Specifically, 60 cm between rows (ridges) and 20 cm between plants within the row is optimal for normal-sized seed tubers. This arrangement ensures adequate sunlight exposure, improves air circulation to minimize disease risk, and provides sufficient space for tuber development. Adjustments may be necessary based on variety characteristics: earlier or smaller varieties can tolerate closer spacing, while late-maturing or larger varieties require wider spacing to accommodate their growth requirements.",,2026-04-06T12:59:59.080789
si_har_6940f8ee_1_1775480401,harder,6940f8eec64ccd7e023f9515,6940db404148bd0954eec63b,Potato,West Bengal,BANKURA,Rabi,Cultural Practices,"What is the recommended planting distance for normal-sized seed tubers of potato in Bankura district, West Bengal during the Rabi season?","For potato cultivation in Bankura district during the Rabi season, the recommended planting distance for normal-sized seed tubers is 60 cm between rows (ridges) and 20 cm between plants within the row. This spacing ensures adequate sunlight exposure, improves air circulation, reduces disease incidence, and allows sufficient space for optimal tuber development. Adjustments may be necessary for earlier or smaller varieties, which can tolerate closer spacing, while late-maturing or larger varieties may require wider spacing to accommodate their larger tubers.",,2026-04-06T13:00:01.887369
si_har_69929307_0_1775480405,harder,699293076bca0c342047e6ba,6992902f6bca0c342047e5bc,Wheat,Uttar Pradesh,KAUSHAMBI,RABI,Fertilizer and Nutrient,"In Kaushambi district of Uttar Pradesh during the RABI season, how should yellow leaves (chlorosis/panda) in wheat crops affected during the tillering to jointing stage be managed, considering alkaline soil conditions and specific nutrient deficiencies?","Yellow leaves or 'panda' in wheat during the tillering to jointing stage in Kaushambi's alkaline soils are primarily caused by zinc, iron, or nitrogen deficiencies. For zinc deficiency, apply 25 kg/ha of ZnSO4 as a soil application or 0.5% ZnSO4 foliar spray during early tillering. For iron deficiency, use 10-15 kg/ha of FeEDDHA chelate as a foliar spray to counteract soil pH lock-up. For nitrogen deficiency, apply 40-50 kg/ha of urea as a top dressing during the jointing stage. These interventions improve nutrient availability in calcareous soils, with foliar applications providing rapid symptom relief. Corrective measures must be implemented promptly to prevent yield loss.",,2026-04-06T13:00:05.649543
si_har_69929307_1_1775480409,harder,699293076bca0c342047e6ba,6992902f6bca0c342047e5bc,Wheat,Uttar Pradesh,KAUSHAMBI,RABI,Fertilizer and Nutrient,"In Kaushambi district of Uttar Pradesh during the Rabi season, how should yellow leaves (chlorosis/panda) in wheat crops during the tillering to jointing stage be managed, considering the prevalence of alkaline soils and specific nutrient deficiencies?","Yellow leaves or 'panda' in wheat during the tillering to jointing stage in Kaushambi's alkaline soils are primarily caused by zinc, iron, or nitrogen deficiencies. Zinc deficiency exhibits interveinal chlorosis with green veins and brown necrotic spots on younger leaves, while iron deficiency causes uniform yellowing of young leaves. Nitrogen deficiency results in uniform pale yellowing starting from older leaves. For corrective management, foliar sprays of 0.5% ZnSO4 (zinc sulfate) or 0.2% FeEDTA (iron chelate) should be applied during the tillering to jointing stage to address micronutrient lock-up in alkaline soils. For nitrogen, 20-25 kg/ha of urea can be applied as a soil supplement. Soil amendments with 25-50 kg/ha of zinc sulfate or iron chelates are recommended prior to planting to improve nutrient availability. Timely intervention during the critical growth stage is essential to prevent yield loss.",,2026-04-06T13:00:09.619319
si_har_69357dbf_0_1775480412,harder,69357dbf36c38b7c36d5efbd,6934671946647cf1ec9999b6,Wheat,Madhya Pradesh,SEHORE,Rabi,Varieties,"What are the recommended sowing dates, irrigation schedules, and disease resistance traits for HI 8713 and GW 513 wheat varieties in Sehore district, Madhya Pradesh during the Rabi season?","HI 8713 (Pusa Mangal) requires sowing between 10-25 November in Sehore district, Madhya Pradesh, for optimal growth during the Rabi season. It needs 3-5 irrigations at critical stages: crown root initiation, tillering, boot leaf, and grain filling. This variety shows resistance to leaf rust and tolerance to major diseases, with good lodging resistance. GW 513, though not fully detailed in the reference, is likely recommended for similar conditions given its regional adaptability. Both varieties thrive under irrigated, timely sown conditions, with HI 8713 achieving 21 quintals per acre on average and up to 27.6 quintals per acre under optimal management.",,2026-04-06T13:00:12.834049
si_har_69357dbf_1_1775480417,harder,69357dbf36c38b7c36d5efbd,6934671946647cf1ec9999b6,Wheat,Madhya Pradesh,SEHORE,Rabi,Varieties,"What are the recommended sowing dates, irrigation schedules, and disease resistance traits for HI 8713 and GW 513 wheat varieties in Sehore district, Madhya Pradesh during the Rabi season?","For HI 8713 (Pusa Mangal) in Sehore, Madhya Pradesh, the ideal sowing time during Rabi is 10-25 November. It requires 3-5 irrigations at critical stages: crown root initiation, tillering, boot leaf, and grain filling. This schedule maximizes bold grain semolina quality and yellow pigment content. HI 8713 shows resistance to leaf rust and tolerance to major diseases, with good lodging resistance and high test weight. GW 513 (Gujarat Wh) is mentioned in the reference but lacks complete details on sowing, irrigation, or disease resistance traits in the provided text.",,2026-04-06T13:00:17.392191
si_har_694530b8_0_1775480420,harder,694530b8ba7dbbec181ce274,6944cc66ba7dbbec181cded7,Mustard,West Bengal,BARDDHAMAN,Rabi,Bio-Pesticides and Bio-Fertilizers,"In the Rabi season in Bardhaman district, West Bengal, what is the optimal timing and application rate for city compost to reduce chemical fertilizer use in mustard fields, and what are the recommended soil incorporation methods?","In Bardhaman district during the Rabi season, city compost should be applied as a basal dose before sowing or split into two applications—half at sowing and half at 30-45 days after sowing. The recommended application rate is 4-8 tons per acre, depending on soil fertility. To ensure even distribution, mix the compost uniformly into the top 15-20 cm of soil using a tractor-drawn rotavator or manually with a plough. This practice allows farmers to reduce chemical fertilizer doses by 25-50%, as city compost (meeting FCO specifications for maturity and low heavy metals) enhances soil structure, water retention, and microbial activity while supplying macro and micronutrients. The reduced chemical fertilizer use maintains or improves mustard yields under rainfed or irrigated conditions.",,2026-04-06T13:00:20.856349
si_har_694530b8_1_1775480424,harder,694530b8ba7dbbec181ce274,6944cc66ba7dbbec181cded7,Mustard,West Bengal,BARDDHAMAN,Rabi,Bio-Pesticides and Bio-Fertilizers,"In Barddhaman district of West Bengal during the Rabi season, can the application of city compost reduce the required dose of chemical fertilizers in mustard cultivation, and what are the specific application rates and timing for optimal results?","City compost, produced from municipal solid waste, serves as an organic amendment that improves soil structure, water retention, and nutrient availability in mustard fields. Farmers can reduce chemical fertilizer doses by 25-50% when integrating city compost, as it supplies macro and micronutrients while enhancing soil microbial activity, leading to comparable or better yields in mustard. This practice is suitable for Indian conditions, particularly in regions like West Bengal where mustard is grown under rainfed or irrigated systems, provided the compost meets quality standards like FCO specifications for maturity and low heavy metals. Application rates for one acre of mustard field typically range from 4-8 tons of city compost, applied as basal dose before sowing or split with half at sowing and half at 30-45 days after sowing. Mix it uniformly into the top 15-20 cm of soil using a tractor-drawn rotavator or manually with a plough to ensure even distribution and avoid nutrient deficiencies.",,2026-04-06T13:00:24.046589
si_har_698184b3_0_1775480428,harder,698184b3622aa3a183071168,69817b91622aa3a183071039,Paddy,Haryana,PANCHKULA,Kharif,Disease,"How to manage hailstorm damage in paddy nurseries in Panchkula, Haryana during the Kharif season when seedlings are 10-12 days old?","Hailstorm damage in paddy nurseries in Panchkula, Haryana during the Kharif season requires immediate action within 24-48 hours to mitigate secondary infections. For 10-12-day-old seedlings, drain excess water from nursery beds to prevent waterlogging and reduce fungal infection risks. Apply Tricyclazole 25WP at 1g/L and Carbendazim 50WP at 1g/L as foliar sprays to control fungal pathogens like damping-off and seedling blight. Avoid mechanical stress to bruised seedlings and monitor for bacterial leaf streak. These measures are critical due to the high susceptibility of young seedlings to infections through hail-induced wounds.",,2026-04-06T13:00:28.673030
si_har_698184b3_1_1775480433,harder,698184b3622aa3a183071168,69817b91622aa3a183071039,Paddy,Haryana,PANCHKULA,Kharif,Disease,"How to manage hailstorm damage in paddy nurseries in PANCHKULA, Haryana during the Kharif season for 7-15 day old seedlings?","Hailstorm damage in paddy nurseries in PANCHKULA, Haryana, during the Kharif season requires immediate action to mitigate risks for 7-15 day old seedlings, which are most vulnerable due to their tender tissue. Physical injuries from hailstones create entry points for pathogens like damping-off, seedling blight, and bacterial leaf streak. Within 24-48 hours, drain excess water from nursery beds to prevent waterlogging, which exacerbates seedling stress and infection risks. Avoid further mechanical damage by refraining from irrigation or heavy handling. Monitor for fungal or bacterial symptoms and ensure proper aeration to reduce humidity, as high moisture levels favor pathogen proliferation. No chemical treatments are specified in the reference, but prompt drainage and careful management are critical to prevent secondary infections.",,2026-04-06T13:00:33.529354
si_har_69bbcaa1_0_1775480437,harder,69bbcaa1d1cc04077ec5f35a,69bb82a5bed23cd15cd72a62,Maize (Fodder),Punjab,FAQ,Kharif,Variety,"In the FAQ district of Punjab during the Kharif season, what is the optimal seed depth, row spacing, and sowing window for planting fodder maize to maximize forage biomass while minimizing fall armyworm infestation?","The optimal seed depth for planting fodder maize in the FAQ district of Punjab during the Kharif season is 3–5 cm. This depth ensures proper germination, strong root development, and better plant stand, which enhances green fodder yield. Maintain a row spacing of 30 cm and use 30 kg of seed per acre. For sowing, the recommended window is mid-April to mid-August to reduce fall armyworm spread. Use a maize planter or seed-cum-fertilizer drill for line sowing. When growing maize with cowpea, combine 15 kg of maize seed with 6 kg of cowpea (CL 367) seed per acre. Fodder maize can also be sown via traditional methods like kera or pora, or under no-tillage conditions, which yield similar green biomass.",,2026-04-06T13:00:37.473131
si_har_69bbcaa1_1_1775480444,harder,69bbcaa1d1cc04077ec5f35a,69bb82a5bed23cd15cd72a62,Maize (Fodder),Punjab,FAQ,Kharif,Variety,"What is the recommended seed depth for planting fodder maize in Punjab's FAQ district during the Kharif season, considering the optimal sowing practices for maximum forage biomass production?","The recommended seed depth for planting fodder maize in Punjab's FAQ district during the Kharif season is 3–5 cm. Sowing at this depth ensures proper germination, strong root development, and better plant stand, which ultimately helps in achieving higher green fodder yield. For best results, sow the crop in lines using a maize planter or seed-cum-fertilizer drill with a proper planting attachment. Maintain a row spacing of about 30 cm and use around 30 kg of seed per acre. Maize can be sown from the first week of March to mid-September, but to reduce the spread of fall armyworm, it is better to sow between mid-April and mid-August. The crop can also be sown with a seed-cum-fertilizer drill. You can successfully take up to three fodder crops from the same field in a year. The crop can also be sown by traditional methods like kera or pora. When growing maize mixed with cowpea, use 15 kg of maize seed along with 6 kg of cowpea (CL 367) seed per acre. Fodder maize can also be grown under no-tillage conditions, giving similar green",,2026-04-06T13:00:44.970839
si_har_697dc70b_0_1775480448,harder,697dc70b622aa3a183070763,697dbfb7622aa3a1830706a9,Paddy,Haryana,MEWAT,,Pest,"What are the specific cultural and chemical control measures to manage dead heart symptoms caused by stem borers in paddy crops during the tillering phase in Mewat district, Haryana?","Dead heart symptoms in paddy crops during the tillering phase in Mewat, Haryana, are caused by larvae of yellow stem borer (Scirpophaga incertulas) and pink stem borer tunneling into the stem and damaging the growing point. This leads to the drying and yellowing of the central leaf (whorl), which can be easily pulled out. Control measures focus on monitoring infestation levels during the vegetative stage, as early intervention is critical to prevent yield loss. While the reference does not specify chemical names or dosages, general practices include timely application of insecticides targeting stem borers when larvae are active. Additionally, cultural practices such as maintaining proper water levels, removing infected plants, and using resistant rice varieties can reduce infestation risks. Monitoring thresholds are essential to determine the need for chemical intervention, as excessive pesticide use may harm beneficial insects and lead to resistance.",,2026-04-06T13:00:48.783670
si_har_697dc70b_1_1775480452,harder,697dc70b622aa3a183070763,697dbfb7622aa3a1830706a9,Paddy,Haryana,MEWAT,,Pest,"How to control dead heart symptom in paddy crop during the tillering phase in Mewat district, Haryana, where yellow stem borer infestation is detected at 5% incidence?","Dead heart symptom in paddy during the tillering phase is caused by yellow stem borer (Scirpophaga incertulas) larvae tunneling into the stem and damaging the growing point, leading to yellowing and drying of the central leaf. In Mewat district, Haryana, timely intervention is critical when infestation reaches 5% incidence. Monitoring involves inspecting plants for whitish/pale yellow central leaves that can be pulled out. Cultural practices like avoiding excessive nitrogen fertilization and maintaining proper water levels can reduce susceptibility. If infestation persists above threshold levels, targeted insecticide applications such as quinolphos or fipronil may be recommended, but exact dosages must follow local extension guidelines. Early detection during the vegetative stage prevents progression to 'white ear heads' in the reproductive phase, ensuring better yield outcomes.",,2026-04-06T13:00:52.791091
si_har_6993e655_0_1775480456,harder,6993e655a28413914bf02cd1,6993e241a28413914bf02ba2,Wheat,Uttar Pradesh,BASTI,RABI,Pest,"What is the solution for termite (deemak/geda) infestation in wheat crop during RABI season in Basti district, Uttar Pradesh, considering fields with high organic matter content?","Termites (deemak, geda, dhais) in wheat during RABI season in Basti district of Uttar Pradesh require integrated management. Preventive cultural practices include deep summer ploughing to disrupt colonies, removing undecomposed crop residues, and avoiding planting near trees/wooden structures. For chemical control, chlorpyrifos 20 EC at 1 liter per hectare is recommended, applied as a soil drench during pre-sowing or early seedling stages. Neem cake (250 kg/ha) mixed into soil during ploughing acts as a natural repellent. These strategies target termite colonies underground, reducing damage to roots and stems. Early symptoms like yellowing leaves, stunted growth, and easily pulled plants necessitate immediate action, as damage is severe in high-organic-matter fields.",,2026-04-06T13:00:56.558470
si_har_6993e655_1_1775480459,harder,6993e655a28413914bf02cd1,6993e241a28413914bf02ba2,Wheat,Uttar Pradesh,BASTI,RABI,Pest,"What is the recommended integrated pest management strategy for termite (deemak/geda) infestation in wheat crops during the Rabi season in Basti district, Uttar Pradesh, specifically targeting pre-sowing and early growth stages?","For termite infestation in wheat during the Rabi season in Basti district, Uttar Pradesh, the integrated management strategy includes preventive cultural practices and chemical applications. Pre-sowing, deep summer plowing to disrupt termite colonies and removal of undecomposed crop residues are critical. During sowing, applying Furadan 3G at 25 kg/ha as a seed treatment or soil application is recommended to control termites. This pesticide targets the underground colonies, reducing damage to root systems and lower stems. Early symptoms like yellowing leaves and stunted growth require immediate action, as termites thrive in high organic matter soils. Continued monitoring and adherence to these practices during the Rabi season are essential for effective management.",,2026-04-06T13:00:59.414466
si_har_69abd88b_0_1775480463,harder,69abd88bc2b602929b370a7d,69ab9d5ec2b602929b3706d3,Maize Makka,Punjab,SANGRUR,Kharif,Weed Management,"What are the recommended chemical weed control practices for maize in Sangrur district during the Kharif season, considering the restriction on using Stomp herbicide?","For chemical weed control in maize in Sangrur district during the Kharif season, Atrazine 50% WP is recommended. Apply Atrazine 50% WP at a dosage of 800 g/acre on medium to heavy soils or 500 g/acre on light soils within 10 days after sowing, using 200 litres of water per acre. Alternatively, apply Atrazine 50% WP at 250 g/acre as a 20 cm band over crop rows, followed by hoeing at 15–30 days after sowing. These methods are specified in the Package of Practices and PPQ guidelines for effective weed suppression in the region.",,2026-04-06T13:01:03.974198
si_har_69abd88b_1_1775480467,harder,69abd88bc2b602929b370a7d,69ab9d5ec2b602929b3706d3,Maize Makka,Punjab,SANGRUR,Kharif,Weed Management,"What is the appropriate timing and method for applying Stomp herbicide in maize during the Kharif season in Sangrur, Punjab, considering local weed management guidelines?","The product containing pendimethalin 30% EC (Stomp) is not recommended for use in maize in Punjab, as per the Package of Practices and PPQ guidelines. For weed management in Sangrur's Kharif season, adopt cultural practices: perform two hoeings at 15–30 days after sowing using khurpa, kasaula, wheel-hoe, triphali, or a tractor-drawn cultivator. Apply 30 quintals of paddy straw mulch per acre at sowing to suppress annual weeds. Intercrop maize with cowpea by sowing 1–2 rows between maize rows using 8 kg CL 367 seed per acre, harvesting it as fodder 35–45 days after sowing. For chemical control, spray Atrazine 50% WP @ 800 g/acre on medium to heavy soils or 500 g/acre on light soils within 10 days after sowing, using 200 litres of water. Alternatively, apply Atrazine @ 250 g/acre as a 20 cm band over crop rows followed by hoeing at 15–30 days after sowing.",,2026-04-06T13:01:07.541694
si_har_6948e883_0_1775480472,harder,6948e883d683a39e8780843e,693d174f1f1d4023652f70a1,Wheat,Punjab,Rupnagar,Rabi,Crop Management,"What is the optimal timing for applying Metribuzin 70% WP and 2,4-D Amine Salt 58% SL for weed control in wheat cultivation in Rupnagar district, Punjab during the Rabi season?","For wheat cultivation in Rupnagar district during the Rabi season, weed management requires pre-emergence application of **Metribuzin 70% WP at 300 g/acre** diluted in 300–400 litres of water, applied 3–5 days after planting. This targets early weed competition. If pre-emergence application is missed, **Metribuzin 70% WP** can be used in early post-emergence before wheat plants reach 5 cm in height. Additionally, **2,4-D Amine Salt 58% SL at 1.3 litres/acre** is recommended for broadleaf weed control. The pre-harvest interval (PHI) for Metribuzin is 30 days, while **Paraquat dichloride 24% SL at 800 ml/acre** (PHI: 100 days) may be applied as a directed post-emergence spray for residual weed control.",,2026-04-06T13:01:12.896607
si_har_6948e883_1_1775480477,harder,6948e883d683a39e8780843e,693d174f1f1d4023652f70a1,Wheat,Punjab,Rupnagar,Rabi,Crop Management,"What is the optimal timing for applying Metribuzin 70% WP and 2,4-D Amine Salt 58% SL for weed control in wheat cultivation in Rupnagar district during the Rabi season?","For wheat cultivation in Rupnagar district during the Rabi season, weed management requires pre-emergence application of **Metribuzin 70% WP at 300 g/acre** (diluted in 300–400 litres of water) 3–5 days after planting, with a PHl of 30 days. **2,4-D Amine Salt 58% SL at 1.3 litres/acre** can also be used. If pre-emergence application is missed, early post-emergence use of Metribuzin at the same dose is recommended before wheat plants reach 5 cm in height. These treatments target broadleaf weeds and grasses, ensuring competitive weed suppression during critical growth stages.",,2026-04-06T13:01:17.502088
si_har_6993e871_0_1775480482,harder,6993e871a28413914bf02d2a,6993e241a28413914bf02b8c,Wheat,Uttar Pradesh,MUZAFFARNAGAR,RABI,Variety,"What are the recommended wheat varieties for non-irrigated conditions sown in the second fortnight of November in Muzaffarnagar district, Uttar Pradesh, during the Rabi season, and why is Kisan-444 not listed in the Uttar Pradesh Wheat POP guidelines?","For non-irrigated conditions sown in the second fortnight of November in Muzaffarnagar, Uttar Pradesh, the Uttar Pradesh Wheat POP guidelines recommend varieties such as K-8027 (Maghar), K-8962 (Indra), K-9465 (Gomti), and K-9351 (Mandakini). K-8027 (Maghar) yields 12–14 quintal per acre, matures in 140–145 days, has a plant height of 105–110 cm, and is resistant to Kanduwa and Jhushsa. K-8962 (Indra) yields 10–14 quintal per acre and matures in 90–110 days. Kisan-444 is not registered with the Government of India under the official varietal release system and is not listed or recommended for Uttar Pradesh wheat systems in the POP guidelines. Farmers are advised to use only government-registered varieties for assured performance and compliance.",,2026-04-06T13:01:22.573994
si_har_6993e871_1_1775480486,harder,6993e871a28413914bf02d2a,6993e241a28413914bf02b8c,Wheat,Uttar Pradesh,MUZAFFARNAGAR,RABI,Variety,"What is the yield potential and detailed information about Kisan-444 wheat variety in Muzaffarnagar district, Uttar Pradesh during the Rabi season, considering the local irrigation conditions and sowing time?","The Kisan-444 wheat variety is not registered with the Government of India under the official varietal release and registration system, and it is not listed or recommended for Uttar Pradesh wheat systems in the official POP guidelines. Farmers in Muzaffarnagar district are advised to use government-registered varieties. For non-irrigated conditions sown during the Second fortnight of November, recommended varieties include K-8027 (Maghar) with a yield of 12–14 quintal per acre, maturity period of 140–145 days, plant height of 105–110 cm, and resistance to Kanduwa and Jhushsa. Other options are K-8962 (Indra) with 10–14 quintal per acre yield and 90–110 days maturity, K-9465 (Gomti), and K-9351 (Mandakini). The Uttar Pradesh Wheat POP guidelines emphasize selecting varieties based on irrigation conditions and sowing time to optimize performance.",,2026-04-06T13:01:26.095612
si_har_696db758_0_1775480489,harder,696db758774b35f1baef1755,696db41d774b35f1baef16ff,Paddy,Tamil Nadu,PERAMBALUR,Kharif,Plant Protection,"In Perambalur district, Tamil Nadu during Kharif season, can Imidacloprid 17.8% SL and SAAF (Carbendazim 12% + Mancozeb 63% WP) be safely tank-mixed for paddy to control brown plant hopper and blast disease?","In Perambalur district during the Kharif season, Imidacloprid 17.8% SL (systemic insecticide) and SAAF (Carbendazim 12% + Mancozeb 63% WP) are compatible for tank mixing in paddy crops. This combination is recommended for simultaneous control of brown plant hopper (a sucking pest) and blast disease (a fungal pathogen). The compatibility ensures no adverse chemical reactions, maintaining efficacy against pests and diseases. Key benefits include labor and cost efficiency through single-application management, reduced crop stress from fewer spray operations, and integrated control of both insect pests and fungal pathogens. Always follow the specified dosages: Imidacloprid 17.8% SL and SAAF (Carbendazim 12% + Mancozeb 63% WP) as per label instructions.",,2026-04-06T13:01:29.519171
si_har_696db758_1_1775480493,harder,696db758774b35f1baef1755,696db41d774b35f1baef16ff,Paddy,Tamil Nadu,PERAMBALUR,Kharif,Plant Protection,"In Perambalur district during the Kharif season in Tamil Nadu, is it safe to tank-mix Imidacloprid 17.8% SL with SAAF (Carbendazim 12% + Mancozeb 63% WP) for paddy cultivation, and what are the specific pest and disease targets?","Tank-mix compatibility of Imidacloprid 17.8% SL (systemic insecticide) and SAAF (Carbendazim 12% + Mancozeb 63% WP) is confirmed for paddy in Perambalur during the Kharif season. This combination is suitable for controlling sucking pests such as brown plant hopper and green leaf hopper, as well as fungal diseases like blast and sheath blight. The compatibility ensures simultaneous pest-disease management without adverse reactions, reducing labor costs and spray operations. Benefits include labor and cost efficiency, integrated control of insect pests and fungal pathogens, and minimized crop stress from fewer applications. No phytotoxicity or reduced efficacy is reported when following recommended formulations and mixing practices.",,2026-04-06T13:01:33.003231
si_har_69608a73_0_1775480497,harder,69608a73720949226b85b4b9,695f569c324d4e642adc9601,Paddy,Uttar Pradesh,BANDA,Kharif,Plant Protection,"What are the effective methods to protect paddy nurseries in Banda district during the Kharif season from wild boar damage, considering nocturnal activity and proximity to forested areas?","In Banda district during the Kharif season, wild boar damage to paddy nurseries is severe due to their nocturnal activity and high population density near forested areas. Immediate protection is critical as damage includes uprooted seedlings, trampled beds, and rooting marks. Effective methods include applying chili-based repellents (2-3% solution) around nursery perimeters, which deter boars through strong odors. Physical barriers like wire mesh fencing (1.5 meters high) with buried bases prevent entry. Additionally, night patrols by farm workers and use of bioacoustic devices (e.g., ultrasonic repellents) can reduce activity. These measures must be implemented early in the nursery stage to ensure transplanting success.",,2026-04-06T13:01:37.066883
si_har_69608a73_1_1775480504,harder,69608a73720949226b85b4b9,695f569c324d4e642adc9601,Paddy,Uttar Pradesh,BANDA,Kharif,Plant Protection,"What are the effective methods to protect paddy nurseries in Banda district, Uttar Pradesh during the Kharif season from wild boar damage, considering the local conditions and damage patterns?","Wild boars (Sus scrofa) are a serious threat to paddy nurseries in Banda district, Uttar Pradesh, particularly during the Kharif season when nurseries are actively established. These animals cause extensive damage by uprooting seedlings, trampling nursery beds, and feeding on young plants, leading to significant crop losses before transplanting. Damage symptoms include uprooted seedlings, disturbed soil with rooting marks, trampled nursery beds, and large hoof prints, typically occurring during nighttime when boars are active. The severity is critical as nursery damage jeopardizes transplanting success, requiring immediate action. Protection measures must address the high-risk period of nursery establishment and the nocturnal activity pattern of wild boars in forest-adjacent areas.",,2026-04-06T13:01:44.674331
si_har_69313182_0_1775480510,harder,693131823fc0a75a60d7938b,693104163fc0a75a60d792aa,Wheat,Madhya Pradesh,DATIA,Rabi,Water Management,"What are the recommended drainage and soil management practices for wheat cultivation in Datia district, Madhya Pradesh during the Rabi season to prevent waterlogging in black soils?","In Datia district's Rabi season, waterlogging in black soils requires proactive drainage measures. Farmers should install surface drainage channels or shallow field ditches before the season begins, particularly in low-lying areas, to direct excess rainwater or irrigation runoff away from the root zone. For fields with persistent waterlogging, sub-surface drainage systems like mole drains (created using a mole plow) or tile drains (perforated pipes buried underground) are recommended to remove excess moisture from the crop root zone. Raised beds or ridge–furrow planting systems should be implemented to elevate the wheat root zone, improving aeration and reducing water stagnation. Additionally, small spoon drains can significantly enhance field aeration by intercepting localized water accumulation. These practices are critical in Madhya Pradesh's black soils, which are prone to compaction and poor drainage, ensuring optimal root health and yield.",,2026-04-06T13:01:50.595556
si_har_69313182_1_1775480515,harder,693131823fc0a75a60d7938b,693104163fc0a75a60d792aa,Wheat,Madhya Pradesh,DATIA,Rabi,Water Management,"What are the site-specific waterlogging control measures for wheat cultivation in Datia district, Madhya Pradesh during the Rabi season, particularly in heavy clay soils and canal-irrigated black soils?","In Datia district's Rabi season wheat fields, waterlogging control requires tailored drainage solutions. For heavy clay soils, farmers should construct surface drainage channels or shallow field ditches before sowing to ensure rapid removal of rainwater or irrigation excess, preventing root zone saturation. In chronically wet areas with canal-irrigated black soils, sub-surface systems like mole drains (20-30 cm deep) or tile drains (15-20 cm diameter) are critical to intercept and remove excess moisture from the root zone. Raised beds or ridge-furrow systems are recommended to elevate the wheat root zone, enhancing aeration and reducing water stagnation. Additionally, planting deep-rooted vegetative strips along field boundaries helps absorb excess water, while spoon drains (small, manually dug channels) improve local drainage in compacted areas. These methods collectively mitigate oxygen deficiency, root rot, and nutrient leaching in waterlogged conditions.",,2026-04-06T13:01:55.043241
