generated_id,style,source_answer_id,source_question_id,crop,state,district,season,domain,generated_question,generated_answer,seed_question,timestamp
si_v2_paraph_69ab9f3b_12,paraphrase_regional_hindi,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Makka ke khet mein NPK 20:20:13 aur magnesiyam sulfat ke liye kya foliar spray ka composition hota hai?,"20:20:13 naam ke koi fertiliser nahi hai. Shayad aap 20:20:0:13 fertiliser ko samajh rahe hai. Is fertiliser mein nitrogen, phosphorus aur sulphur hota hai. 100kg fertiliser se 20kg nitrogen, 20kg phosphorus aur 13kg sulphur milta hai. Is fertiliser mein potassium nahi hota. Isko khet mein apply karna chahiye, lekin foliar spray ke liye nahi. Magnesium sulphate 1% (10 gm 1 liter pani mein) ka istemal karte hai jab khet mein sulphur ki kam jaroorat ho. Soil test ke baad fertiliser ka istemal karna chahiye. Agar koi deficiency ho toh foliar spray ki jaroorat ho sakti hai, lekin bina kisi deficiency ke foliar spray nahi karna chahiye. Agar aapko koi sawal ho toh kripya KVK ya khet ke kareeb wale khet ki sarkari madad kare.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:27.379641
si_v2_paraph_69ab9f3b_13,paraphrase_formal,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,"What is the recommended composition of NP(S) 20-20-13 fertilizer and magnesium sulphate for foliar application in maize crops, and what are the guidelines for their use?","The fertilizer commonly referred to as 20:20:13 is likely to be NP(S) 20-20-13, which provides 20% nitrogen, 20% phosphorus, and 13% sulphur. It does not contain potassium. This fertilizer is intended for soil application and is not recommended for foliar use. Application should be done during sowing through broadcasting, and the dosage should be determined based on crop requirements and soil conditions. It is advised not to apply NP(S) 20-20-13 through foliar spray, as it may result in phytotoxic effects or reduced efficiency. Magnesium sulphate can be used as a foliar spray at a concentration of 1% (10 grams in 1 liter of water) when sulphur deficiency symptoms are observed. Farmers are strongly advised to conduct soil testing before applying any fertilizers and to follow recommended application methods to avoid unnecessary costs and crop damage. For further assistance, farmers should consult local agricultural extension officers or Krishi Vigyan Kendras (KVKs).",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:29.506082
si_v2_paraph_69ab9f3b_14,paraphrase_farmer_style,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Khet mein makka ke liye NPK 20:20:13 aur magnesium sulphate ka kya chhaanva chhaanva karna chahiye?,"20:20:13 ke koi uthaane wala mulsan nahi hai. Shayed aapko 20:20:0:13 mulsan mila ho. Is mulsan mein 20% nitrigen, 20% fosforus aur 13% sulphur hota hai. Isko 100 kg prati acre dene se khet mein in sabhi tareebo ka prayaas hota hai. Is mulsan mein potash nahi hota. Isko uthaane ke liye aapko kheta mein utha ke bhar do. Iska dosha khet aur mazdoor ke hisab se hota hai. Isko seed ke saath bhi utha sakte hai. Isko chhaanva ke roop mein uthane ki koi bataai nahi hai. Isliye aap isko chhaanva ke roop mein uthane se bacho. Agar khet mein sulphur ki kam ki tanda mila to aap magnesium sulphate 1% (10 gm 1 liter pani mein) ke roop mein chhaanva kar sakte hai. Aapko pahle khet ke mazdoor ki janch karna chahiye. Mazar ki janch ke baad aap uske hisab se mulsan utha sakte hai. Agar aap mazdoor se uthaaye gaye mulsan ko chhaanva ke roop mein uthaoge to khet ke badle me phytotoxic effect ho sakta hai. Aapko kisi bhi shakal mein mulsan ke bina koi tanda nahi uthane chahiye. Agar aapko kuch samajh nahi aaye to aap nearest KVK ya khet ke karyakrami kendra se puchh sakte hai.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:32.967839
si_v2_paraph_69ab9f3b_15,paraphrase_short,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What is the foliar spray for maize in Punjab?,NP(S) 20-20-13 is not recommended for foliar spray. Magnesium sulphate can be used at 1% (10g in 1L water) if sulphur deficiency occurs. Always follow soil test recommendations.,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:34.050513
si_v2_paraph_69ab9f3b_16,paraphrase_problem_description,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,My maize crop is showing yellowing leaves and stunted growth. What could be the issue and how should I manage it?,"The yellowing leaves and stunted growth in your maize crop could indicate a nutrient deficiency, particularly sulphur or magnesium. Magnesium sulphate fertilizer is suggested @ 1% (10 gm in 1 liter water) when sulphur deficiency symptoms are observed. It is advised to apply fertilizers after conducting a soil test. Based on the results of the soil test, the farmer should determine the quantity of fertilizers to be applied. The farmer is also strictly advised to apply fertilizers only in the prescribed method and in the recommended quantity. Applying soil-applied fertilizers through foliar spray, or the indiscriminate use of fertilizers as foliar sprays without the occurrence of any deficiency symptoms, may cause phytotoxic effects on the crop or reduce fertilizer efficiency, thereby increasing the cost of cultivation. For further guidance on foliar nutrition, soil testing, deficiency symptom diagnosis, or clarification on fertilizer recommendations specific to your field conditions, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer. They can provide customized nutrient management plans based on soil analysis and crop requirements.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:36.095150
si_v2_paraph_69ab9f3b_17,paraphrase_followup,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,You mentioned that NP(S) 20-20-0-13 should not be used as a foliar spray — is there any fertilizer that can be used as a foliar spray for maize?,"There is no mention of its usage as foliar spray. However, since it is strictly advised to be applied as soil application, farmers are recommended not to use this fertilizer for foliar spray. For further guidance on foliar nutrition, soil testing, deficiency symptom diagnosis, or clarification on fertilizer recommendations specific to your field conditions, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer. They can provide customized nutrient management plans based on soil analysis and crop requirements.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:37.759279
si_v2_paraph_69ab9f3b_18,paraphrase_yes_no,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Can NP(S) 20-20-0-13 be used as a foliar spray for maize?,"No, NP(S) 20-20-0-13 is strictly advised to be applied as soil application and there is no mention of its usage as foliar spray. Farmers are recommended not to use this fertilizer for foliar spray.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:38.899913
si_v2_paraph_69ab9f3b_19,paraphrase_preventive,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,How can I prevent sulphur deficiency in maize crop using magnesium sulphate?,"Magnesium sulphate fertilizer is suggested @ 1% (10 gm in 1 liter water) when sulphur deficiency symptoms are observed on the crop. Farmers are advised to apply fertilizers after conducting a soil test and to apply them only in the prescribed method and in the recommended quantity. Applying soil-applied fertilizers through foliar spray, or the indiscriminate use of fertilizers as foliar sprays without the occurrence of any deficiency symptoms, may cause phytotoxic effects on the crop or reduce fertilizer efficiency.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:40.342574
si_v2_paraph_69ab9f3b_21,paraphrase_cause,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What causes the recommendation against using NPK 20:20:13 and magnesium sulphate as a foliar spray for maize crops?,"The recommendation against using NPK 20:20:13 and magnesium sulphate as a foliar spray is because these fertilizers are strictly advised to be applied as soil application. Using them as foliar sprays, especially without the occurrence of deficiency symptoms, may cause phytotoxic effects on the crop or reduce fertilizer efficiency, thereby increasing the cost of cultivation.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:41.892633
si_v2_paraph_69ab9f3b_22,paraphrase_quantity_focused,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What is the recommended dosage of NP(S) 20-20-0-13 fertilizer per acre for maize in Punjab?,"100kg of this fertilizer is said to supply 20kg Nitrogen, 20kg phosphorus and 13kg sulphur to the field. It should be applied during sowing and through broadcasting. The dosage should be as per the crop and the soil (As per general recommendation for the State).",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:43.191272
si_v2_paraph_69ab9f3b_23,paraphrase_timing_focused,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,When should NP(S) 20-20-0-13 fertilizer be applied for maize crop?,"NP(S) 20-20-0-13 should be applied during sowing and through broadcasting. The dosage should be as per the crop and the soil (As per general recommendation for the State). It is advised not to use the NP(S) 20-20-0-13 with standing crops, application of NP(S) 20-20-0-13 through seed-cum fertilizer gives better outputs.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:44.546809
si_v2_paraph_69ab9f3b_24,paraphrase_regional_hindi,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Khet me 20:20:13 NPK aur magnesium sulphate ka kya foliar spray ka composition hota hai?,"20:20:13 naam ka koi fertiliser nahi hai. Shaayad aap 20:20:0:13 fertiliser ko samajh rahe hain. 20:20:0:13 nitrogen, phosphorus, aur sulphur deta hai. 100 kg fertiliser me 20 kg nitrogen, 20 kg phosphorus, 13 kg sulphur hota hai. Is fertiliser me potassium nahi hota hai. 20-20-13 NP(S) ko khet me dene ka anuvad khet ke hisab se karna chahiye. Ishe seed ke saath ya khet me broadcast karke dene ka anuvad karta hai. Dose ki mquantity khet aur soil ke hisab se hoti hai. Isko foliar spray ke liye nahi kaha gaya hai. Isliye aap ishe soil application ke liye use kare. Jaise koi sulphur ki kurta ho, to magnesium sulphate 1% (10 gm per 1 liter water) ka upyog kare. Khet me fertiliser lagane se pehle soil test kare. Soil test ke hisab se fertiliser ka quantity decide kare. Soil applied fertiliser ko foliar spray me nahi lagaye. Agar aap koi deficiency nahi ho to foliar spray ka upyog karna nahi chahiye. Kuch kshetra me phytotoxic effects ho sakte hain. Agar aapko kuch aur jaankari chahiye to KVK ya local agricultural extension officer se contact kare.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:47.576519
si_v2_paraph_69ab9f3b_25,paraphrase_formal,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,"What is the recommended composition of NP(S) 20-20-13 fertilizer and magnesium sulphate for foliar application in maize crops, and what are the guidelines for their usage?","The fertilizer 20:20:13 is not a standard fertilizer. It is likely that the farmer is referring to NP(S) 20-20-13, which provides nitrogen, phosphorus, and sulphur. This fertilizer does not supply potassium. It is recommended to apply NP(S) 20-20-13 as a soil application during sowing through broadcasting. The dosage should be determined based on the crop and soil conditions, as per the general recommendations for the state. It is not advised to use NP(S) 20-20-13 as a foliar spray, as it is strictly intended for soil application. Magnesium sulphate may be applied as a foliar spray at a concentration of 1% (10 grams per liter of water) when sulphur deficiency symptoms are observed. Farmers are advised to conduct a soil test to determine the exact quantity of fertilizers required. It is strongly recommended to apply fertilizers only as per the prescribed method and in the recommended quantity. The indiscriminate use of fertilizers as foliar sprays without the presence of deficiency symptoms can lead to phytotoxic effects and increased cultivation costs. For further guidance on foliar nutrition, soil testing, and deficiency symptom diagnosis, farmers are advised to contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:49.991054
si_v2_paraph_69ab9f3b_26,paraphrase_farmer_style,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Makka khe te kya 20:20:13 chawal kheti k liye kya dawai daali jaaye? Magnesium sulphate kya kharab hota hai?,"20:20:13 naam ka koi dawai nahi hai. Shaayad aapko 20:20:0:13 dawai yaad hai. Is dawai me 20% nitrojen, 20% fosfor, 13% sulphur hota hai. Is dawai ko 100 kg prati ekar dene se khet me 20 kg nitrojen, 20 kg fosfor, 13 kg sulphur pata hai. Is dawai me khasa potassium nahi hota. Is dawai ko seed k sath ya khet me dali ja sakti hai. Is dawai ko phalak me nahi dali ja sakti. Agar khet me sulphur ki kam hai to magnesium sulphate 1% (10 gram 1 litar pani me) dali ja sakti hai. Khet me dawai dene se pahle soil test karna jaruri hai. Soil test ke baad dawai ki quantity nirdharit kari ja sakti hai. Dawai ko sahi tarah se dali ja sakti hai. Agar dawai ko phalak me dali jaaye to khet par nuksan ho sakti hai. Agar aapko koi sawal hai to koi KVK ya kheti ke officer se puche.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:52.578363
si_v2_paraph_69ab9f3b_27,paraphrase_short,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What is the foliar spray composition for maize in Punjab?,NP(S) 20-20-13 is not recommended for foliar spray. Magnesium sulphate @ 1% (10g in 1L water) can be used if sulphur deficiency occurs. Always follow soil test results and avoid foliar application of soil fertilizers.,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:53.758110
si_v2_paraph_69ab9f3b_28,paraphrase_problem_description,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,My maize plants are showing yellowing leaves and stunted growth. What could be the issue and how should I manage it?,"The symptoms you are observing could be due to nutrient deficiencies, particularly nitrogen, phosphorus, or sulfur. The fertilizer NP(S) 20-20-13 is recommended for soil application during sowing, with a dosage based on the crop and soil conditions. It is not advised for use as a foliar spray. If sulfur deficiency is suspected, magnesium sulfate can be applied at 1% concentration (10 grams in 1 liter of water). It is important to conduct a soil test before applying any fertilizer and to follow the recommended application methods to avoid phytotoxic effects. For further assistance, contact your local Krishi Vigyan Kendra (KVK) or agricultural extension officer.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:55.371370
si_v2_paraph_69ab9f3b_29,paraphrase_followup,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,You said that NP(S) 20-20-0-13 should be applied during sowing through broadcasting — what is the general recommended dosage per acre for maize in Punjab?,The dosage should be as per the crop and the soil (As per general recommendation for the State).,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:56.470576
si_v2_paraph_69ab9f3b_30,paraphrase_yes_no,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Can NP(S) 20-20-0-13 be used as a foliar spray for maize?,"No, NP(S) 20-20-0-13 is strictly advised to be applied as soil application and there is no mention of its usage as a foliar spray. Farmers are recommended not to use this fertilizer for foliar spray.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:57.852729
si_v2_paraph_69ab9f3b_31,paraphrase_preventive,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,How can I prevent nutrient deficiencies in maize crops in Punjab?,"To prevent nutrient deficiencies in maize crops, farmers should conduct a soil test to determine the exact nutrient requirements. Based on the results, they should apply fertilizers like NP(S) 20-20-13 as per the recommended dosage and method, which includes soil application during sowing through broadcasting. Magnesium sulphate can be applied as a foliar spray at 1% (10 gm in 1 liter water) when sulphur deficiency symptoms are observed. It is important to avoid using fertilizers as foliar sprays indiscriminately, as this can cause phytotoxic effects. Farmers should follow the prescribed methods and quantities and consult local agricultural extension officers or Krishi Vigyan Kendras for customized nutrient management plans.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:31:59.427317
si_v2_paraph_69ab9f3b_33,paraphrase_cause,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What causes the recommendation against using NPK 20:20:13 and magnesium sulphate as foliar sprays for maize in Punjab?,"The recommendation against using NPK 20:20:13 and magnesium sulphate as foliar sprays is because these fertilizers are strictly advised for soil application. Applying soil-applied fertilizers through foliar spray, or using them indiscriminately without deficiency symptoms, may cause phytotoxic effects on the crop or reduce fertilizer efficiency, thereby increasing the cost of cultivation.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:01.032333
si_v2_paraph_69ab9f3b_34,paraphrase_quantity_focused,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What is the recommended dosage of NP(S) 20-20-0-13 fertilizer per acre for maize crop?,"100kg of this fertilizer is said to supply 20kg Nitrogen, 20kg phosphorus and 13kg sulphur to the field. The dosage should be as per the crop and the soil (As per general recommendation for the State).",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:02.263016
si_v2_paraph_69ab9f3b_35,paraphrase_timing_focused,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,When should NP(S) 20-20-0-13 fertilizer be applied for maize crop in Punjab?,NP(S) 20-20-0-13 fertilizer should be applied during sowing and through broadcasting. It is advised not to use it with standing crops and to apply it as per the crop and soil conditions (as per general recommendations for the State).,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:03.431614
si_v2_paraph_69ab9f3b_36,paraphrase_regional_hindi,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Makka ke kheta mein NPK 20:20:13 aur magnesium sulphate ke liye kya foliar spray ka composition hota hai?,"20:20:13 nahi hai. Shyad 20:20:0:13 ke baare me baat ho rahi hai. Is fertilizer me nitrogen, phosphorus aur sulphur hota hai. 100kg 20:20:0:13 ke 20kg nitrogen, 20kg phosphorus aur 13kg sulphur pata hai. Is fertilizer me potassium nahi hota hai. NP(S) 20-20-13 ko khet me dene ka upyog karte hain. Iska upyog bija ka sath ya bija ke sath karte hain. Khet me utha ke dene ka upyog karte hain. Iska dosha khet aur mazdoor ke hisab se hota hai. Iska upyog foliar spray ke taur par nahi karte hain. Magnesium sulphate ko 1% (10 gm 1 litar pani me) ka upyog karte hain jab khet me sulphur ki kurati ho. Agar koi khet me koi problem ho to, pahle soil test karo. Phir, khet ke hisab se fertilizer ka upyog karo. Agar koi deficiency nahi ho to, foliar spray ke taur par fertilizer ka upyog nahi karo. Is se khet ke liye harm ho sakta hai. Agar kuch aur jankari chahiye to, KVK ya local agricultural officer se contact karo.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:06.150778
si_v2_paraph_69ab9f3b_37,paraphrase_formal,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,"What is the recommended composition of NPK 20:20:13 and magnesium sulphate for foliar application in maize cultivation, and what are the guidelines for their usage?","There is no fertilizer available with the composition 20:20:13. It is likely that the farmer is referring to NP(S) 20-20-13, which provides nitrogen, phosphorus, and sulphur. This fertilizer does not contain potassium. The nutrient content of NP(S) 20-20-13 is 20% nitrogen, 20% phosphorus, and 13% sulphur. This fertilizer should be applied to the soil through broadcasting at the time of sowing, and the dosage should be determined based on the crop and soil conditions. It is not recommended for use as a foliar spray, as it is intended for soil application only. Farmers are advised not to apply this fertilizer to standing crops or mix it with seeds, as it may not yield optimal results. Magnesium sulphate can be used as a foliar spray at a concentration of 1% (10 grams per liter of water) when sulphur deficiency symptoms are observed. It is strongly recommended that farmers conduct a soil test before applying any fertilizers. Based on the soil test results, the appropriate quantity and method of application should be determined. The indiscriminate use of fertilizers, particularly as foliar sprays, without proper diagnosis of deficiency symptoms, may lead to phytotoxicity and reduced fertilizer efficiency. For further guidance on foliar nutrition, soil testing, and customized nutrient management, farmers are advised to consult the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:08.920975
si_v2_paraph_69ab9f3b_38,paraphrase_farmer_style,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Makka ke khet mein NPK 20:20:13 aur magnesium sulphate ke liye kya foliar spray ki composition hoti hai? Kya yeh khet mein dali jati hai?,"NPK 20:20:13 naam ka koi dawai nahi hai. Shaayad aapko 20:20:0:13 dawai ke bare mein pata hai. Yeh dawai nitrojen, fosfor aur sulphur deti hai. Is dawai ka 100 kg 20 kg nitrojen, 20 kg fosfor aur 13 kg sulphur deti hai. Is dawai mein potash nahi hoti. Yeh dawai khet mein seed sath dene ke samay bhar di jati hai. Is dawai ka adhikatar istemal khet mein karte hai. Yeh dawai ko foliar spray ke liye nahi karte. Agar khet me sulphur ki kamtar hoti hai, to magnesium sulphate ko 1% (10 gm 1 liter pani me) ka istemal karte hai. Khet ki jazbati ke hisab se dawai ka adhikar ya kam istemal karna chahiye. Agar aapko koi asar dikhaye to khet ki jazbati ke test karvaye. KVK ya khet ke karyakrami se kuch madad lena chahiye.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:11.405041
si_v2_paraph_69ab9f3b_39,paraphrase_short,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What is the foliar spray for maize in Punjab?,NP(S) 20-20-13 is not recommended for foliar spray. Magnesium sulphate at 1% (10g in 1L water) can be used if sulphur deficiency is observed. Always follow soil test results and apply fertilizers as per recommendations.,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:12.576048
si_v2_paraph_69ab9f3b_40,paraphrase_problem_description,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,My maize crop is showing yellowing leaves and stunted growth. What could be the issue and how should I manage it?,"The yellowing leaves and stunted growth could be due to nutrient deficiencies, particularly nitrogen, phosphorus, or sulphur. The fertilizer NP(S) 20-20-13 should be applied to the soil during sowing through broadcasting, considering the crop and soil conditions. It is not recommended for foliar spray. If sulphur deficiency is observed, magnesium sulphate can be applied as a 1% solution (10 gm in 1 liter water). Farmers are advised to conduct a soil test to determine the exact nutrient requirements and apply fertilizers in the recommended quantity and method. Avoid indiscriminate use of fertilizers, as it can cause phytotoxic effects. For personalized guidance, contact the nearest Krishi Vigyan Kendra (KVK) or local agricultural extension officer.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:14.288632
si_v2_paraph_69ab9f3b_41,paraphrase_followup,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,You mentioned that NP(S) 20-20-0-13 should be applied during sowing — what is the recommended dosage per acre?,The dosage should be as per the crop and the soil (As per general recommendation for the State). It should be applied during sowing and through broadcasting.,What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:15.356546
si_v2_paraph_69ab9f3b_42,paraphrase_yes_no,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,Can NP(S) 20-20-0-13 be used as a foliar spray for maize?,"No, it is strictly advised to be applied as soil application and not as a foliar spray. Applying soil-applied fertilizers through foliar spray may cause phytotoxic effects on the crop or reduce fertilizer efficiency.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:16.507425
si_v2_paraph_69ab9f3b_43,paraphrase_preventive,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,How can I prevent nutrient deficiencies in maize crops using NPK 20:20:13 and magnesium sulphate?,"To prevent nutrient deficiencies in maize crops, farmers should apply NP(S) 20-20-13 fertilizer during sowing through broadcasting, as per the crop and soil requirements. It should be applied considering placement, proportion, and time of the crop cycle. The fertilizer is not recommended for foliar spray. Magnesium sulphate should be applied at 1% concentration (10 gm in 1 liter water) only when sulphur deficiency symptoms are observed. Farmers are advised to conduct a soil test and apply fertilizers as per the recommendations. It is important to avoid indiscriminate use of fertilizers and follow prescribed methods to prevent phytotoxic effects and ensure efficient nutrient use.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:18.107953
si_v2_paraph_69ab9f3b_45,paraphrase_cause,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What causes the recommendation against using NP(S) 20-20-0-13 as a foliar spray for maize?,"The recommendation against using NP(S) 20-20-0-13 as a foliar spray is because it is strictly advised to be applied as a soil application. Applying soil-applied fertilizers through foliar spray, or the indiscriminate use of fertilizers as foliar sprays without the occurrence of any deficiency symptoms, may cause phytotoxic effects on the crop or reduce fertilizer efficiency, thereby increasing the cost of cultivation.",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:19.722577
si_v2_paraph_69ab9f3b_46,paraphrase_quantity_focused,69ab9f3bc2b602929b3707e3,69ab9d5ec2b602929b3706d0,Maize Makka,Punjab,PATIALA,Kharif,Fertilizer and Nutrient,What is the recommended dosage of NP(S) 20-20-0-13 fertilizer per acre for maize crop?,"100kg of this fertilizer is said to supply 20kg Nitrogen, 20kg phosphorus and 13kg sulphur to the field. It should be applied during sowing and through broadcasting. The dosage should be as per the crop and the soil (As per general recommendation for the State).",What is the recommended foliar spray composition of NPK 20:20:13 and magnesium Sulphate per acre for maize crop?,2026-04-09T11:32:20.948750
